id,profile_type,gost,size_label,mass_per_meter
profile_труба_профильная_квадратная_80x80x6,Труба профильная квадратная,ГОСТ 8639-82,80x80x6,13.46
profile_труба_профильная_квадратная_100x100x3,Труба профильная квадратная,ГОСТ 8639-82,100x100x3,9.02
profile_труба_профильная_квадратная_100x100x4,Труба профильная квадратная,ГОСТ 8639-82,100x100x4,11.84
profile_труба_профильная_квадратная_100x100x5,Труба профильная квадратная,ГОСТ 8639-82,100x100x5,14.58
profile_труба_профильная_квадратная_100x100x6,Труба профильная квадратная,ГОСТ 8639-82,100x100x6,17.22
profile_труба_профильная_квадратная_100x100x8,Труба профильная квадратная,ГОСТ 8639-82,100x100x8,22.25
profile_труба_профильная_квадратная_120x120x4,Труба профильная квадратная,ГОСТ 8639-82,120x120x4,14.35
profile_труба_профильная_квадратная_120x120x5,Труба профильная квадратная,ГОСТ 8639-82,120x120x5,17.72
profile_труба_профильная_квадратная_120x120x6,Труба профильная квадратная,ГОСТ 8639-82,120x120x6,20.99
profile_труба_профильная_квадратная_120x120x8,Труба профильная квадратная,ГОСТ 8639-82,120x120x8,27.27
profile_труба_профильная_квадратная_140x140x5,Труба профильная квадратная,ГОСТ 8639-82,140x140x5,20.86
profile_труба_профильная_квадратная_140x140x6,Труба профильная квадратная,ГОСТ 8639-82,140x140x6,24.76
profile_труба_профильная_квадратная_140x140x8,Труба профильная квадратная,ГОСТ 8639-82,140x140x8,32.36
profile_труба_профильная_квадратная_150x150x5,Труба профильная квадратная,ГОСТ 8639-82,150x150x5,22.43
profile_труба_профильная_квадратная_150x150x6,Труба профильная квадратная,ГОСТ 8639-82,150x150x6,26.64
profile_труба_профильная_квадратная_150x150x8,Труба профильная квадратная,ГОСТ 8639-82,150x150x8,34.81
profile_труба_профильная_квадратная_160x160x6,Труба профильная квадратная,ГОСТ 8639-82,160x160x6,28.53
profile_труба_профильная_квадратная_160x160x8,Труба профильная квадратная,ГОСТ 8639-82,160x160x8,37.32
profile_труба_профильная_квадратная_180x180x6,Труба профильная квадратная,ГОСТ 8639-82,180x180x6,32.3
profile_труба_профильная_квадратная_180x180x8,Труба профильная квадратная,ГОСТ 8639-82,180x180x8,42.34
profile_труба_профильная_квадратная_200x200x6,Труба профильная квадратная,ГОСТ 8639-82,200x200x6,36.06
profile_труба_профильная_квадратная_200x200x8,Труба профильная квадратная,ГОСТ 8639-82,200x200x8,47.37
profile_труба_профильная_квадратная_200x200x10,Труба профильная квадратная,ГОСТ 8639-82,200x200x10,58.31
profile_труба_профильная_прямоугольная_28x25x1_5,Труба профильная прямоугольная,ГОСТ 8645-68,28x25x1.5,1.15
profile_труба_профильная_прямоугольная_28x25x2,Труба профильная прямоугольная,ГОСТ 8645-68,28x25x2,1.48
profile_труба_профильная_прямоугольная_40x20x1_5,Труба профильная прямоугольная,ГОСТ 8645-68,40x20x1.5,1.31
profile_труба_профильная_прямоугольная_40x20x2,Труба профильная прямоугольная,ГОСТ 8645-68,40x20x2,1.7
profile_труба_профильная_прямоугольная_40x20x2_5,Труба профильная прямоугольная,ГОСТ 8645-68,40x20x2.5,2.27
profile_труба_профильная_прямоугольная_40x25x2,Труба профильная прямоугольная,ГОСТ 8645-68,40x25x2,1.86
profile_труба_профильная_прямоугольная_50x25x1_5,Труба профильная прямоугольная,ГОСТ 8645-68,50x25x1.5,1.67
profile_труба_профильная_прямоугольная_50x25x2,Труба профильная прямоугольная,ГОСТ 8645-68,50x25x2,2.17
profile_труба_профильная_прямоугольная_50x30x2,Труба профильная прямоугольная,ГОСТ 8645-68,50x30x2,2.32
profile_труба_профильная_прямоугольная_50x40x2,Труба профильная прямоугольная,ГОСТ 8645-68,50x40x2,2.65
profile_труба_профильная_прямоугольная_60x30x2,Труба профильная прямоугольная,ГОСТ 8645-68,60x30x2,2.65
profile_труба_профильная_прямоугольная_60x30x2_5,Труба профильная прямоугольная,ГОСТ 8645-68,60x30x2.5,3.25
profile_труба_профильная_прямоугольная_60x30x3,Труба профильная прямоугольная,ГОСТ 8645-68,60x30x3,3.83
profile_труба_профильная_прямоугольная_60x40x2,Труба профильная прямоугольная,ГОСТ 8645-68,60x40x2,2.96
profile_труба_профильная_прямоугольная_60x40x3,Труба профильная прямоугольная,ГОСТ 8645-68,60x40x3,4.3
profile_труба_профильная_прямоугольная_60x40x4,Труба профильная прямоугольная,ГОСТ 8645-68,60x40x4,5.56
profile_труба_профильная_прямоугольная_80x40x2,Труба профильная прямоугольная,ГОСТ 8645-68,80x40x2,3.59
profile_труба_профильная_прямоугольная_80x40x3,Труба профильная прямоугольная,ГОСТ 8645-68,80x40x3,5.25
profile_труба_профильная_прямоугольная_80x40x4,Труба профильная прямоугольная,ГОСТ 8645-68,80x40x4,6.82
profile_труба_профильная_прямоугольная_80x60x3,Труба профильная прямоугольная,ГОСТ 8645-68,80x60x3,6.19
profile_труба_профильная_прямоугольная_80x60x4,Труба профильная прямоугольная,ГОСТ 8645-68,80x60x4,8.07
profile_труба_профильная_прямоугольная_100x50x3,Труба профильная прямоугольная,ГОСТ 8645-68,100x50x3,6.66
profile_труба_профильная_прямоугольная_100x50x4,Труба профильная прямоугольная,ГОСТ 8645-68,100x50x4,8.7
profile_труба_профильная_прямоугольная_100x50x5,Труба профильная прямоугольная,ГОСТ 8645-68,100x50x5,10.65
profile_труба_профильная_прямоугольная_100x60x3,Труба профильная прямоугольная,ГОСТ 8645-68,100x60x3,7.13
profile_труба_профильная_прямоугольная_100x60x4,Труба профильная прямоугольная,ГОСТ 8645-68,100x60x4,9.33
profile_труба_профильная_прямоугольная_100x60x5,Труба профильная прямоугольная,ГОСТ 8645-68,100x60x5,11.44
profile_труба_профильная_прямоугольная_120x60x4,Труба профильная прямоугольная,ГОСТ 8645-68,120x60x4,10.59
profile_труба_профильная_прямоугольная_120x60x5,Труба профильная прямоугольная,ГОСТ 8645-68,120x60x5,13.0
profile_труба_профильная_прямоугольная_120x80x4,Труба профильная прямоугольная,ГОСТ 8645-68,120x80x4,11.84
profile_труба_профильная_прямоугольная_120x80x6,Труба профильная прямоугольная,ГОСТ 8645-68,120x80x6,17.22
profile_труба_профильная_прямоугольная_140x100x4,Труба профильная прямоугольная,ГОСТ 8645-68,140x100x4,14.35
profile_труба_профильная_прямоугольная_140x100x5,Труба профильная прямоугольная,ГОСТ 8645-68,140x100x5,17.72
profile_труба_профильная_прямоугольная_140x100x6,Труба профильная прямоугольная,ГОСТ 8645-68,140x100x6,20.99
profile_труба_профильная_прямоугольная_150x100x5,Труба профильная прямоугольная,ГОСТ 8645-68,150x100x5,18.5
profile_труба_профильная_прямоугольная_150x100x6,Труба профильная прямоугольная,ГОСТ 8645-68,150x100x6,21.93
profile_труба_профильная_прямоугольная_180x100x6,Труба профильная прямоугольная,ГОСТ 8645-68,180x100x6,24.76
profile_труба_профильная_прямоугольная_180x100x8,Труба профильная прямоугольная,ГОСТ 8645-68,180x100x8,32.29
profile_труба_профильная_прямоугольная_200x120x5,Труба профильная прямоугольная,ГОСТ 8645-68,200x120x5,24.0
profile_труба_профильная_прямоугольная_200x120x6,Труба профильная прямоугольная,ГОСТ 8645-68,200x120x6,28.53
